CASE_DESCRIPTION,CASE_TYPE,TITLE,LLM_Classification
"On a walk round of the Main Cooling Water System, the Unit 7 MCW Pump Discharge Supply to ECP Isolating Valve was found isolated in the Open position. Valve should of been isolated in the Closed position.",Process Safety,Unit 7 MCW Pump 2 Discharge Supply to ECP Isolating Valve incorrectly isolated.,Non-Process Safety
Lead engineer was reviewing some documentation and discovered what appeared to be some missing proof tests from Glycol Regeneration Units.,Process Safety,Missing proof test,Non-Process Safety
"Beim Transportieren von defekten Europaletten, loeste sich ein Holzkeil aus dem Stapel, welcher hinter den Hubmast des Gabelstaplers fiel. Beim Anziehen des Gabelmastes quetschte der heruntergefallene Keil die Leitung des Seitenhubes, sodass dieser beschaedigt wurde.",Process Safety,Beinaheunfall,Non-Process Safety
Insulation found on floor next to National Grid Switchyard Compound. On inspection a large section of insulation was loose but still attached to upper half of tank.,Process Safety,PEM120 - A Site Fuel Oil Tank Insulation detached during high winds,Non-Process Safety
"morsgoed afvoer  van afvoerband 3 afgebroken.
Tijdens inspectie ronde ontdekt.",Process Safety,morsgoed afvoer  van afvoerband 3 afgebroken.,Non-Process Safety
"Op de 84 meter vloer ligt een aanzienlijke hoeveelheid steigerhout opgeslagen.
Op een kleine afstand van de ketel zelf, dit is na de laatste stop blijven liggen .
Zie bijgevoegde Foto.",Process Safety,Brandbare stof(Steigerplanken) opgeslagen in het ketelhuis MPP3,Non-Process Safety
Oskarshamn 3 - RA3-23 ERF - Losa avsparrningsband pa turbinplanet,Process Safety,Oskarshamn 3 - RA3-23 ERF - Losa avsparrningsband pa turbinplanet,Non-Process Safety
Materiaal opgeslagen voor de bediening / noodstop van de hefdeur hal stoomturbine,Process Safety,Bediening / noodstop hefdeur niet bereikbaar hal stoomturbine,Non-Process Safety
"Maschinenhaus UMA 6m
In einigen Bereichen der Anlage waren waehrend der Begehung sowie im Erdgeschoss als auch im Keller Muellansammlungen und Metalle zu finden. Des weiteren lose Kabelbuendel, nicht angebrachte Waermedaemmungen dementsprechend auch ungedaemmte Rohre und eine nicht befestigte frei haengende Rohrleitung. Auch aufgefallen ist die falsche Beschriftung an den Pumpen 1 und 2 korrigiert wurden.",Process Safety,"herumliegende Teile und Muell 
Maschinenhaus UMA 6m",Non-Process Safety
"Routine preventative maintenance on Motor Control Centers in the Holford LV Switch Room caused an unexpected coms error in the installation's Safety Instrumented System (SIS).  Upon detection of the coms error (and in line with its design), the SIS automatically activated a controlled de-pressurization of the Gas Processing Plant through the site vent stack.  Following identification of the cause of the coms error, the de-pressurization process was aborted within approximately five minutes. The vent stack is designed and located to ensure the safety of all personnel during venting.",Process Safety,Activation of GPP EDP system,Non-Process Safety
Electrical work was carried out on the UV filter using the MO operation line for the mechanical work. The UV filter was fully isolated at the time.,Process Safety,Work carried out under incorrect MO operation line,Non-Process Safety
"Starke Beschaedigung eines UWG Fernwaermeschachtes und eine nicht unerhebliche Beschaedigung der FW-Leitung DN300. Bei Abrissarbeiten der Fremdfirma Hofschroeder wurde ein FW-Schacht zum Grossteil abgerissen. Die darin befindliche FW-Leitung nebst Schiebern war zu dem Zeitpunkt in Betrieb und stellte neben dem entstandenen Sachschaden eine erhebliche Gefahr fuer die dort arbeitenden Menschen dar.  Es ist kein Fernwaermewasser ausgetreten.

Eine Plananfrage wurde durchgefuehrt und die Fremdfirma wurde seitens UWG mit allen erforderlichen Planunterlagen ausgestattet. Die Fremdfirma hat die Arbeiten ohne weitere Ruecksprache begonnen. 

Der unzulaessige Abriss des Schachtes und die Beschaedigung der FW-Leitung ist erst durch eine UWG-Begehung aufgefallen.",Process Safety,"Fremdschaden Schachtbauwerk und DN300 Leitung, Herne, Am Boeckenbusch",Non-Process Safety
Risiko Weniger: Aus dem Dach von dem ER Gebaeude lag eine grosse Plane. Dies haette die Ansaugung der Lueftungsanlage versperren koennen. die Plane wurde entfernt. durch P/VE,Process Safety,Risiko Weniger: Aus dem Dach von dem ER Gebaeude lag eine grosse Plane. Dies haette die Ansaugung der Lueftungsanlage versperren koennen. die Plane wurde entfernt. durch P/VE,Non-Process Safety
A local landowner has employed a construction company to construct a raised soil wall around one of his fields to prevent unauthorized access due to thefts from his property. Unfortunately the construction is directly above the pipeline. The contractor was not made aware of the pipeline by the landowner.,Process Safety,Soil being deposited over Enfield PS gas pipeline,Non-Process Safety
1. OG / leeres Schalthaus: Prueffrist Heizung ueberschritten,Process Safety,BGL Schalthaus 2 ALT - Prueffrist ueberschritten (Heizung),Non-Process Safety
Betriebsanweisung ist noch mit veralteten Piktogrammen.,Process Safety,Veraltete Betriebsanweisung,Non-Process Safety
2E mill was attempted to be put in service to release another mill group for planned maintenance. The Unit Operator was unable to start the PA fan and believed the problem was due to the lub oil pump failing to start. On further investigation it was observed that the lub oil pressure was good and the PA fan was found to be in service with the mechanical oil pump  providing pressure. However there was no indication of the PA fan running on the unit desk and the associated permissives of the burner front CIVs and the mill dynamic classifier were not satisfied. The VCB would not trip from the unit desk and was eventually taken out of service via the local emergency stop push button.,Process Safety,PSO - U2 E PA Fan 3.3kv VCB and associated boiler interlocking,Non-Process Safety
"U2 tripped at 430MW on turbine trip. This is believed to have been caused by the HSUs changing over & one of the oil supply pumps failing to cut in, however this has not proven yet.",Process Safety,PSO - U2 tripped at 430MW on turbine trip,Non-Process Safety
Er is een stoomlekkage ontstaan als gevolg van een gebarsten peilglas van de stoomketel 103.,Process Safety,EDH: Gebarsten peilglas,Non-Process Safety
"During routine inspection of the around the the Gas processing Plant (GPP) a very small gas leak was identified on the stem of the GMA/GPP shut off valve, EKE40AA199.",Process Safety,Gas leak on Stem of valve EKG40AA199,Non-Process Safety
Exposed cables on U3 B condenser outlet shell; these were bagged but the bag has started to disintegrate.,Process Safety,Exposed cables on U3 B condenser outlet shell.,Non-Process Safety
Oskarshamn 3 - RA3-25 ERF – Mycket tramaterial i ett rum,Process Safety,Oskarshamn 3 - RA3-25 ERF – Mycket tramaterial i ett rum,Non-Process Safety
"During routine plant checks, operations technician observed leak from sulphuric acid bulk storage tank outlet pipe stub. Leak from pipe stub between tank and outlet isolation valve. Unable to isolate leak due to location before tank isolation valve. Leak is being contained within the tank bund and no discharge into surrounding land or site areas.",Process Safety,Sulphuric acid leak,Non-Process Safety
Following applying isolation on fire main a leak was discovered on road 9 outside the entrance to the black corridor. This caused the paving slab to lift no injuries sustained. Area barriered immediately,Process Safety,PSO - Failure of fire main RD9,Non-Process Safety
sinds 1 -06-2021 is de koelcompressor van de airco van de wacht en andere ruimtes overleden. Sindsdien wordt er gekoeld met mobiele airco's. Dit is geen gezonde situatie. temperatuur is nu 26 grC in de wacht met 2 units in bedrijf. Dit geeft ook nog eens veel herrie en koude luchtstromen. Het is wacht op mensen die er ziek van worden.,Process Safety,luchtbehandeling van de wacht,Non-Process Safety
"In de gasflessenopslag RoCa staat al maanden een grote (100L) en zeer oude gasfles; productiedatum 1986/ uiterste herkeur 1996!
De fles is in zeer slechte staat en bevat nog een onbekende hoeveelheid propaan.",Process Safety,Oude gasfles afvoeren (propaan),Non-Process Safety
Oskarshamn 3 - RA3-23 ERF - Halvfulla sprayburkar i sopor.,Process Safety,Oskarshamn 3 - RA3-23 ERF - Halvfulla sprayburkar i sopor.,Non-Process Safety
Unit 2 - Unit transformer differential protection operated,Process Safety,PSO: U2 - Unit transformer differential protection operated,Non-Process Safety
"De verdelers 7CB/8CB  waren op maandagochtend geheel veiliggesteld tbv een inmeet-aktie voor nieuwe vermogenssschakelaar voor de inkomende voedingen en koppelschakelaar. De preventieverdelers 7DA/8DA werden gedurende de veiligstelling van 7CB/8CB gevoed door de noodstroomaggregaat (NSA) WKR.
Na een paar uur bleek dat de dagtank van de NSA laag niveau had en er bijna geen diesel vanuit de voorraadtank naar de dagtank werd verpompt.
Gelukkig waren de inmeet werkzaamheden op tijd gereed en konden we de elektrische installatie terugschakelen naar de normale situatie.
Echter de NSA dient in blackout situaties de kritische onderdelen onder spanning te houden en dient daarom bedrijfszeker te zijn wanneer de situatie daarom vraagt. 
Het oliesysteem dient daarom zonder problemen te functioneren. Periodiek onderhoud kan hier voor zorgen
Dit geldt voor alle locaties.",Process Safety,Niveau dagtank NSA van WKR te laag,Non-Process Safety
B Vaporiser outlet temperature dropped to below trip point.,Process Safety,PSO - Ammonia Plant Tripped 06:49,Non-Process Safety
Branddorr fastnar i oppet lage 2V0346A,Process Safety,Branddorr fastnar i oppet lage 2V0346A,Non-Process Safety
Brandlarm SEK 103 (fran kabelkallare block 1 under lufo-rum) och ett besok av raddningstjanst.,Process Safety,Brandlarm SEK 103 (fran kabelkallare block 1 under lufo-rum) och ett besok av raddningstjanst.,Non-Process Safety
Oskarshamn 3 - Skyddsrond 240423 - Under matarvattentank D5-plan bor man ta hand om sackar med brannbart material,Process Safety,Oskarshamn 3 - Skyddsrond 240423 - Under matarvattentank D5-plan bor man ta hand om sackar med brannbart material,Non-Process Safety
Unable to find reason for spurious plant trip,Process Safety,PSO - Ammonia Plant Tripped and Deluge operated,Non-Process Safety
"Tijdens W&T deur beschadigd gevonden. Scharnieren verbogen, deurstop afgebroken, deurdranger afgebroken en niet op dicht te krijgen",Process Safety,UCML VW gebouw deur beschadigd en los,Non-Process Safety
"Niet Atex gecertificeerde meetwaarde omvormer gebruikt voor gasdruk meting DFB1.  (Gasdruk meting 63HHG09CP002  innerspuds)

Oorzaak / reden / plaatsings datum tot op heden onbekend.",Process Safety,Niet gecertificeerd Atex component toegepast in Atex zone DFB1,Non-Process Safety
Zware dompelpomp met touw vastgemaakt aan kunststof afsluiter / kunststof leidingwerk. Betreft dompelpomp in compartiment 1 van het luvo bassin MPP3. Vandaag zal deze leiding en pomp gebruikt worden bij de luvo wassing MPP3.,Process Safety,Zware dompelpomp met touw vastgemaakt aan kunststof afsluiter / kunststof leidingwerk,Non-Process Safety
Am neu eingebauten Membranventil ist der untere Flansch undicht.,Process Safety,VE-Bahn 1/2 - undichter Flansch,Non-Process Safety
"Regen 20 was up and running and the cooling air pressure to the combustion chamber (QCA20ZP004) had started to drop off. 
Caused by ice forming over the cooling fan vent mesh which requires removal by technician. 

On this occasion though, it was an unusually freezing cold wet night and when technician went to remove the ice from the mesh they inadvertently made it worse as they wiped water across the mesh and it instantly froze blocking off all the air flow which resulted in the trip.",Process Safety,SIS trip GRU20 reboiler high pressure QCA20ZP004,Non-Process Safety
"Zuwegung zum E-Container fuer die Petrolkoksanlage freischneiden
Zaunanlage nicht in Ordnung im Bereich West/Nord muss der Kopf-/Stacheldraht erneuert werden",Process Safety,Sicherheitsbegehung Aussenanlagen Passivhalde (INEOS),Non-Process Safety
"4G Feeder gearbox failed leading to small oil leak contained locally, load drop, loss of Pond Fines to unit",Process Safety,PSO - U4 G Mill Feeder,Non-Process Safety
Wandlufterhitzer hinter Band 5 defekt,Process Safety,Wandlufterhitzer hinter Band 5 defekt,Non-Process Safety
Leak from the top of the blowdown tank thought to be from the small bore instrument pipework.,Process Safety,PEM 120 - Blowdown tank leak on small bore instrument pipework,Non-Process Safety
Im Bereich Spannstation Steigband Block 5 - Unterflurschieber und Hinweisschild von Vegetation ueberwuchert - Freischneiden/Freilegen erforderlich.,Process Safety,Absp-S FeuLoeRiLtg am E-Filter - Gruenschnitt erforderlich,Non-Process Safety
It was observed that there was a discrepancy on the lub oil pump device on Ovation DCS. On further inspection the pump running amps were down at 50% indicating that the pump discharge valve was shut. This was confirmed by local checks. As unit 4 was due to synch at  15:30hrs No.3 CW pump was put into service whilst further checks were completed on No.1 pump. No.1 pump discharge valve was selected to local and ran open but when selected back to auto the valve ran shut. It was decided that the pump be taken out of service until further checks could be carried out. On applying a stop to the 11kV motor the pump failed to stop. A trip was then applied at the ESD but the pump failed to stop. Finally the ESPB local trip button was operated which did stop the pump. Unit 1 MEL to 0MW (third unit) due to only two CW pumps being available.,Process Safety,PSO - CW Pump No.1,Non-Process Safety
Es ist zu klaeren ob Laufkarten fuer alle 3 BMA’en beim Pfoertner in Geb. P sind.,Process Safety,"BGL Brandschutz Gebaeude B, 1. OG - Es ist zu klaeren ob Laufkarten fuer alle 3 BMA’en beim Pfoertner in Geb. P sind.",Non-Process Safety
